,trial_date,customer_name,utm,display_price,company_id
2182,2018-08-28,Sean Delacruz,facebook,35,
2183,2018-08-28,Brian Rice,google,44,
2184,2018-08-28,Kyle Hall,google,16,
2185,2018-08-29,Jessica Moyer,facebook,35,
2186,2018-08-29,Amanda Orr,google,31,
2187,2018-08-29,Nichole Perez,facebook,20,
2188,2018-08-29,Miranda Moore,email_footer,10,
2189,2018-08-29,James Goodwin,facebook,12,
2190,2018-08-30,Steven Parker,linkedin,26,
2191,2018-08-30,Robert Wu,google,18,
2192,2018-08-30,Richard Love,email_footer,22,
2193,2018-08-30,Alyssa Lowe,linkedin,31,
2194,2018-08-30,David Hubbard,google,25,
2195,2018-08-30,Kenneth Neal,facebook,15,
2196,2018-08-30,Jason Li,google,34,
2197,2018-08-30,Emily Parrish,email_footer,31,
2198,2018-08-31,Melissa Scott,facebook,46,
2199,2018-08-31,Robert Mercado,organic,45,
2200,2018-08-31,Bradley Fisher,facebook,22,
2201,2018-08-31,Joseph Lucas III,organic,49,135.0
2202,2018-08-31,Casey Foster,linkedin,31,
2203,2018-09-01,Kristine Murray,linkedin,26,
2204,2018-09-01,Christine Sandoval,email_footer,46,
2205,2018-09-01,Christopher Harris,linkedin,49,
2206,2018-09-02,Barbara Smith,email_footer,31,
2207,2018-09-02,Jordan Ortega,linkedin,24,
2208,2018-09-02,Matthew Hale,google,39,
2209,2018-09-02,Pamela Golden,facebook,17,
2210,2018-09-02,Jason Pennington,facebook,14,
2211,2018-09-02,Casey Welch,email_footer,36,
2212,2018-09-02,Douglas Russell,google,42,
2213,2018-09-02,Melanie Henry,email_footer,28,
2214,2018-09-02,John Sanchez,google,46,
2215,2018-09-02,Sheila Delgado,google,25,
2216,2018-09-03,Regina Rodriguez,organic,35,
2217,2018-09-03,Kimberly Harmon,email_footer,43,
2218,2018-09-04,Nicole Jones,linkedin,36,
2219,2018-09-04,Ryan Klein,linkedin,21,
2220,2018-09-04,Joanne Gutierrez,email_footer,47,
2221,2018-09-04,Shelia Wilson,facebook,45,
2222,2018-09-04,Rhonda Baker,email_footer,17,
2223,2018-09-04,Paul Graham,organic,39,136.0
2224,2018-09-04,Rita Hill,organic,24,
2225,2018-09-05,Chad Cooper,linkedin,39,
2226,2018-09-05,Tammy Moreno,organic,21,
2227,2018-09-05,Ronald Gomez,google,48,
2228,2018-09-05,Ann Anderson,facebook,42,
2229,2018-09-06,Shannon Duarte,organic,34,
2230,2018-09-06,Jordan Jones,facebook,45,
2231,2018-09-06,Melinda Nixon,linkedin,9,
2232,2018-09-06,Paula White,google,29,
2233,2018-09-06,Krista Craig,facebook,44,
2234,2018-09-06,Matthew Kramer,email_footer,26,
2235,2018-09-06,Ronald Jones,email_footer,37,
2236,2018-09-06,Christopher Baldwin,linkedin,25,
2237,2018-09-07,Karen Bailey,linkedin,41,
2238,2018-09-07,Phillip Thomas,facebook,34,
2239,2018-09-07,Kelly King,linkedin,44,
2240,2018-09-07,Allen Taylor,organic,49,
2241,2018-09-07,Casey Holt,google,45,
2242,2018-09-07,John Thomas,facebook,43,
2243,2018-09-07,Jeffrey Jordan,email_footer,43,
2244,2018-09-07,Matthew Levy,linkedin,17,
2245,2018-09-08,Tracey Anderson,facebook,9,
2246,2018-09-08,Danielle Hicks,linkedin,40,
2247,2018-09-08,Nicole Russell,organic,26,
2248,2018-09-09,Bethany Morgan,organic,30,
2249,2018-09-09,Jennifer Contreras,email_footer,27,
2250,2018-09-09,Mr. Shawn Cantu,linkedin,47,
2251,2018-09-09,Gregory Keller,facebook,25,
2252,2018-09-09,Ryan Holder,facebook,37,
2253,2018-09-09,Elizabeth Coffey,linkedin,15,
2254,2018-09-09,Jennifer Anderson,organic,26,
2255,2018-09-09,James Mills,organic,39,
2256,2018-09-10,Lori Boyd,organic,24,
2257,2018-09-10,Kristen Banks,organic,43,
2258,2018-09-10,Brandon Elliott,google,24,
2259,2018-09-10,Harold Glass,email_footer,34,
2260,2018-09-10,Brittany Fischer,google,11,
2261,2018-09-10,Kenneth Wilson,linkedin,43,
2262,2018-09-11,Danielle Bruce,google,41,
2263,2018-09-11,Albert Fox,email_footer,15,
2264,2018-09-11,Arthur Moore,google,44,
2265,2018-09-11,Jennifer Hutchinson,organic,36,
2266,2018-09-11,Jeremy James,linkedin,18,
2267,2018-09-11,Kendra Nelson,email_footer,47,
2268,2018-09-11,John Randall,linkedin,25,
2269,2018-09-11,Kevin Knight,organic,24,
2270,2018-09-11,Shelley Hale,email_footer,48,
2271,2018-09-12,Wendy Cain,linkedin,39,
2272,2018-09-12,Keith Marquez,email_footer,40,
2273,2018-09-12,Natalie Young,facebook,25,
2274,2018-09-12,Curtis Sharp,facebook,32,
2275,2018-09-12,Danny Jackson,linkedin,29,
2276,2018-09-12,Tiffany Wheeler,google,24,
2277,2018-09-12,Jody Serrano,facebook,49,
2278,2018-09-12,Ethan Joseph,linkedin,40,
2279,2018-09-12,Mrs. Kimberly Wagner,google,26,
2280,2018-09-12,Felicia Combs,google,48,
2281,2018-09-12,Bryan Cook,facebook,36,
2282,2018-09-13,Amy Johnson,google,25,
2283,2018-09-13,Priscilla Cruz,organic,21,
2284,2018-09-13,James Thomas,organic,43,
2285,2018-09-13,Kristina Garcia,linkedin,41,
2286,2018-09-14,Brandon Ellis,organic,16,
2287,2018-09-14,Caitlin Burgess,facebook,22,
2288,2018-09-15,Daniel Schultz,email_footer,22,
2289,2018-09-15,Joseph Graham,email_footer,16,
2290,2018-09-15,Emily Spears,linkedin,11,
2291,2018-09-16,Sarah Moore,linkedin,18,
2292,2018-09-16,Todd Woods,linkedin,9,
2293,2018-09-16,Stephen Edwards,linkedin,32,
2294,2018-09-16,Maria Martinez,facebook,19,
2295,2018-09-16,Tara Morgan,email_footer,49,
2296,2018-09-16,James Thompson,google,27,
2297,2018-09-16,Michelle Johnson,organic,10,
2298,2018-09-17,Stacy Hernandez,email_footer,12,
2299,2018-09-17,Melissa Vargas,email_footer,28,
2300,2018-09-17,Melissa Hubbard,organic,21,
2301,2018-09-17,Michael Mcdaniel,facebook,22,
2302,2018-09-17,Joseph Jackson,linkedin,33,
2303,2018-09-18,Kathryn Mclaughlin,linkedin,16,
2304,2018-09-18,Edward Snow,organic,32,
2305,2018-09-18,Kelly Wade,email_footer,34,
2306,2018-09-18,Ryan Bailey,email_footer,30,
2307,2018-09-18,Jessica Lee,linkedin,40,
2308,2018-09-18,Jacob Price,email_footer,16,
2309,2018-09-18,Jeffrey Madden,email_footer,22,
2310,2018-09-18,Samuel Wyatt,organic,38,
2311,2018-09-18,Richard Snow,linkedin,22,
2312,2018-09-18,Kyle Meza,linkedin,49,
2313,2018-09-19,Darlene Thompson,organic,31,
2314,2018-09-19,Alicia Jimenez,facebook,16,
2315,2018-09-19,Bonnie Myers,linkedin,13,
2316,2018-09-19,Amanda Watts,google,48,
2317,2018-09-19,Krista Evans,google,12,
2318,2018-09-20,Heather Schroeder,linkedin,12,
2319,2018-09-20,Stephen Russell II,google,34,
2320,2018-09-21,Hannah Melendez,email_footer,34,
2321,2018-09-21,Teresa Miller,organic,34,
2322,2018-09-21,Rebecca Smith,google,36,
2323,2018-09-21,Albert Ballard,organic,22,
2324,2018-09-21,Larry Hayes,email_footer,41,
2325,2018-09-21,Cynthia Castillo,facebook,35,
2326,2018-09-22,Derek Ross,linkedin,25,
2327,2018-09-22,Erik Miller,facebook,38,
2328,2018-09-22,Jacob Ward,facebook,11,
2329,2018-09-22,Diana Davis,linkedin,9,
2330,2018-09-22,Anthony Oneill,email_footer,47,
2331,2018-09-22,Jacob Watkins,email_footer,40,
2332,2018-09-23,Jacob Woods,linkedin,41,
2333,2018-09-23,Joe Weber,linkedin,30,
2334,2018-09-23,Juan Willis,facebook,24,
2335,2018-09-23,Joseph Ibarra,google,34,
2336,2018-09-23,Christopher Davis,email_footer,23,
2337,2018-09-23,Alan Rollins DDS,google,47,
2338,2018-09-24,Nathan Richardson,facebook,9,
2339,2018-09-24,Jennifer Baker,organic,12,
2340,2018-09-24,Edwin Meyer,organic,22,
2341,2018-09-24,Lisa Cline,facebook,43,
2342,2018-09-24,Victor Davis,email_footer,45,
2343,2018-09-24,Kathy Martin,linkedin,15,
2344,2018-09-24,Rachel Blair,organic,32,
2345,2018-09-25,William Green,email_footer,42,
2346,2018-09-25,Carolyn Nunez,email_footer,46,
2347,2018-09-25,Jonathan Wagner,google,24,
2348,2018-09-25,Michael Nash,linkedin,20,
2349,2018-09-25,Anne Munoz,google,46,
2350,2018-09-25,Jennifer Rodriguez,google,34,
2351,2018-09-25,Megan Fischer,facebook,26,
2352,2018-09-25,Colton Sanchez,google,9,
2353,2018-09-25,Kenneth Moreno,google,22,
2354,2018-09-25,Willie Rivera,linkedin,27,
2355,2018-09-26,Michael Castillo,organic,14,
2356,2018-09-26,Joshua Boyd,facebook,25,
2357,2018-09-26,April Sanders,google,9,
2358,2018-09-26,Shane Moreno,email_footer,34,
2359,2018-09-26,Allison Campbell,facebook,34,
2360,2018-09-27,Christina Little,email_footer,9,
2361,2018-09-27,Eric Newman,organic,21,
2362,2018-09-27,Susan Long,email_footer,9,
2363,2018-09-27,David Acevedo,organic,36,
2364,2018-09-27,Paul Owens,organic,15,
2365,2018-09-27,Brenda Rosario,organic,15,
2366,2018-09-27,Sean Tran,facebook,13,
2367,2018-09-27,Catherine Brown,facebook,28,
2368,2018-09-28,Nichole Dillon,linkedin,28,
2369,2018-09-28,Johnny Nguyen,email_footer,29,
2370,2018-09-28,Danielle Murphy,linkedin,48,
2371,2018-09-28,Jason Lee MD,google,47,
2372,2018-09-28,Kimberly Diaz,organic,37,
2373,2018-09-29,Peter Sullivan,organic,36,
2374,2018-09-29,Andrew West,email_footer,39,
2375,2018-09-29,Tanner Evans,facebook,42,
2376,2018-09-29,Jennifer Thornton,facebook,39,
2377,2018-09-29,Nancy Wilson,linkedin,24,
2378,2018-09-30,Jessica Willis,facebook,15,
2379,2018-09-30,Jerome Caldwell,linkedin,44,
2380,2018-09-30,Reginald King,google,23,
2381,2018-09-30,Judith Hudson,facebook,27,
2382,2018-10-01,Anthony Garcia,linkedin,27,
2383,2018-10-01,Aaron Reid,linkedin,47,
2384,2018-10-01,Jacob Schroeder,facebook,27,
2385,2018-10-01,Cesar Willis,organic,27,
2386,2018-10-02,Olivia Howard,google,39,
2387,2018-10-02,Maria Gay,email_footer,16,
2388,2018-10-02,Glen Henderson,google,27,
2389,2018-10-02,Laurie Edwards,linkedin,47,
2390,2018-10-02,Brandon Dennis,email_footer,21,
2391,2018-10-02,Jordan Welch,facebook,11,
2392,2018-10-03,William Cruz,facebook,14,
2393,2018-10-03,Mary Long,facebook,39,
2394,2018-10-03,Michelle Sloan,email_footer,40,
2395,2018-10-03,Matthew Fitzgerald,email_footer,10,
2396,2018-10-03,Paul Brown,organic,36,
2397,2018-10-03,Shelley Kline,email_footer,48,
2398,2018-10-03,Bradley Marks,google,34,
2399,2018-10-03,Malik Wiggins,linkedin,12,
2400,2018-10-03,Adam Miller,facebook,17,
2401,2018-10-03,Brian Barrett,facebook,46,
2402,2018-10-03,Jonathan Patton,facebook,28,
2403,2018-10-04,Linda Cruz,linkedin,10,
2404,2018-10-04,Nicole Stephenson,linkedin,48,
2405,2018-10-04,Chelsea Hansen,linkedin,17,
2406,2018-10-04,Brooke Vincent,facebook,31,
2407,2018-10-04,Patrick Hicks,google,15,
2408,2018-10-04,Joseph Ramirez,linkedin,12,
2409,2018-10-05,Mary Molina,linkedin,25,
2410,2018-10-05,Holly Webster,linkedin,34,
2411,2018-10-05,Carrie Simmons,linkedin,26,
2412,2018-10-05,Christopher Hernandez,organic,18,137.0
2413,2018-10-05,Dakota Trevino,linkedin,47,
2414,2018-10-06,Raymond Mckinney,organic,46,
2415,2018-10-06,Cheryl Reynolds,facebook,22,
2416,2018-10-06,Travis Perez,organic,30,139.0
2417,2018-10-06,Ashley Bailey,linkedin,17,
2418,2018-10-06,Ashley Wheeler,linkedin,10,
2419,2018-10-06,Andrea Holt,organic,10,138.0
2420,2018-10-06,Trevor Bates,email_footer,21,
2421,2018-10-07,Edward Sanchez DDS,linkedin,42,
2422,2018-10-07,Jorge Rowe,google,40,
2423,2018-10-07,Jenna Mahoney,google,25,
2424,2018-10-07,Jeffrey Bailey,facebook,26,
2425,2018-10-07,Lauren Miller,email_footer,15,
2426,2018-10-07,Jackson Pearson,linkedin,45,
2427,2018-10-08,Cory Weaver,email_footer,35,
2428,2018-10-08,Patricia Haynes,linkedin,36,
2429,2018-10-08,Rebecca Baldwin,facebook,15,
2430,2018-10-08,Kristin Hicks,google,46,
2431,2018-10-08,Autumn Wise,facebook,43,
2432,2018-10-08,Rachel Mora,organic,40,
2433,2018-10-08,Brittney Stephens,google,47,
2434,2018-10-08,Mr. Nicholas Hudson,email_footer,16,
2435,2018-10-08,Jason Mccarthy,facebook,30,
2436,2018-10-09,Christina Ross,linkedin,43,
2437,2018-10-09,Lee Sanchez PhD,facebook,43,
2438,2018-10-09,Raymond Moody,email_footer,21,
2439,2018-10-09,Brooke Hayes,linkedin,15,
2440,2018-10-09,Kiara Herrera,organic,16,140.0
2441,2018-10-09,John Peters,facebook,26,
2442,2018-10-10,Judy Benton,facebook,38,
2443,2018-10-10,Cassandra Stewart,linkedin,13,
2444,2018-10-10,Chase Howard,google,43,
2445,2018-10-11,Nicole Harris,email_footer,13,
2446,2018-10-11,Dawn Levy,linkedin,41,
2447,2018-10-11,Shannon Merritt,email_footer,45,
2448,2018-10-11,Philip Brown,facebook,11,
2449,2018-10-11,Elizabeth Hancock,google,23,
2450,2018-10-12,Tammy Greene,linkedin,41,
2451,2018-10-12,Jenny Watkins,email_footer,48,
2452,2018-10-12,Audrey Banks,organic,27,
2453,2018-10-12,Michael Bray,email_footer,16,
2454,2018-10-12,Monica Curry,google,14,
2455,2018-10-13,Thomas Weiss,email_footer,30,
2456,2018-10-13,Christy Miles,facebook,29,
2457,2018-10-13,Jane Duran,facebook,36,
2458,2018-10-13,Marvin Dunn,google,28,
2459,2018-10-13,Brent Ramirez,organic,15,
2460,2018-10-13,Jenna Ramirez,facebook,10,
2461,2018-10-13,Ashlee Nelson,organic,23,
2462,2018-10-13,Kevin Russell,email_footer,46,
2463,2018-10-14,Kimberly Little,google,47,
2464,2018-10-14,Jennifer Swanson,google,11,
2465,2018-10-14,Brandon Irwin,organic,43,
2466,2018-10-14,Jason Taylor,organic,11,
2467,2018-10-14,Yvonne Taylor,organic,45,
2468,2018-10-14,Jennifer Jenkins,organic,23,
2469,2018-10-14,Dr. Michael James,facebook,18,
2470,2018-10-15,Victor Lopez,facebook,15,
2471,2018-10-15,Jacob Reed,google,33,
2472,2018-10-15,Theresa Roberts,linkedin,27,
2473,2018-10-15,Lauren Brennan,email_footer,20,
2474,2018-10-15,Mary Estrada,google,20,
2475,2018-10-15,Catherine Lynch,email_footer,34,
2476,2018-10-15,Tyrone Mason,google,47,
2477,2018-10-16,William Brown,email_footer,26,
2478,2018-10-16,Alejandro Simon,facebook,22,
2479,2018-10-16,Keith Richards,linkedin,47,
2480,2018-10-16,Gary Jones,facebook,41,
2481,2018-10-16,Denise Brown,email_footer,32,
2482,2018-10-16,Gary Thomas,google,39,
2483,2018-10-17,Jared Juarez,google,22,
2484,2018-10-17,Felicia Hanson,organic,18,
2485,2018-10-17,Crystal Pearson,google,27,
2486,2018-10-17,Lisa Carter,google,32,
2487,2018-10-17,Thomas Nolan,linkedin,33,
2488,2018-10-17,Angela Hayes,facebook,21,
2489,2018-10-17,Tom Pena,linkedin,39,
2490,2018-10-17,Jonathan Hayden,linkedin,28,
2491,2018-10-17,James Adams,email_footer,45,
2492,2018-10-18,Joel Nguyen,facebook,12,
2493,2018-10-18,Robert Anderson DDS,facebook,13,
2494,2018-10-18,Jenna Moore,facebook,44,
2495,2018-10-18,Mike Strong,google,36,
2496,2018-10-18,Mathew White,email_footer,10,
2497,2018-10-18,Andrew Hall,linkedin,27,
2498,2018-10-18,Cynthia Wolfe,email_footer,16,
2499,2018-10-19,Anthony Patton,organic,49,141.0
2500,2018-10-19,Angela Frazier,organic,46,
2501,2018-10-19,Tammie Scott,linkedin,28,
2502,2018-10-19,Brian Lopez,organic,45,
2503,2018-10-19,Mr. Eric Richard,google,15,
2504,2018-10-19,Jacob White,facebook,35,
2505,2018-10-20,Brandy Lee,email_footer,14,
2506,2018-10-20,Michael Ingram,organic,14,
2507,2018-10-20,William Baird,linkedin,36,
2508,2018-10-20,John Wong,facebook,28,
2509,2018-10-20,David Love,google,45,
2510,2018-10-20,Mary Navarro,google,33,
2511,2018-10-20,Douglas Davis,email_footer,33,
2512,2018-10-21,Michael Mcgee,facebook,31,
2513,2018-10-21,Vanessa Hughes,facebook,47,
2514,2018-10-21,Grant Lee,linkedin,24,
2515,2018-10-21,Shannon Hall,google,22,
2516,2018-10-21,Derek Clark,google,15,142.0
2517,2018-10-21,Rachel Carson,email_footer,27,
2518,2018-10-21,Douglas Adkins,facebook,16,
2519,2018-10-21,David Mitchell,linkedin,36,
2520,2018-10-21,Dan Moran,google,48,
2521,2018-10-22,Christopher Rodriguez,facebook,15,
2522,2018-10-22,Christopher Scott,facebook,47,
2523,2018-10-22,Crystal Fernandez,organic,43,
2524,2018-10-22,Kayla Ford,email_footer,29,
2525,2018-10-22,Cynthia Delgado,facebook,45,
2526,2018-10-22,Emily Aguilar,facebook,31,
2527,2018-10-23,Adam Rogers,linkedin,23,
2528,2018-10-23,Troy Sawyer,email_footer,17,
2529,2018-10-23,Alex Allen,email_footer,23,
2530,2018-10-23,Melissa Ross,linkedin,20,
2531,2018-10-24,Benjamin Duncan,facebook,23,
2532,2018-10-24,Sarah Aguirre,email_footer,12,
2533,2018-10-24,Jodi Murphy,linkedin,34,
2534,2018-10-25,Carmen Brown,email_footer,36,
2535,2018-10-25,Brad Fisher,linkedin,10,
2536,2018-10-25,Michael Bray,google,38,
2537,2018-10-25,Larry Vasquez,linkedin,35,
2538,2018-10-25,Gregory Zavala,facebook,9,
2539,2018-10-25,Allison Montgomery,email_footer,11,
2540,2018-10-25,Ashley Mitchell,facebook,24,
2541,2018-10-26,Bailey Alexander,organic,48,143.0
2542,2018-10-26,Cassidy Sanders,facebook,17,
2543,2018-10-26,Chelsea Garza,linkedin,15,
2544,2018-10-26,Robert Walters,facebook,31,
2545,2018-10-26,Jessica Zhang,email_footer,46,
2546,2018-10-26,Beth Lee,email_footer,26,
2547,2018-10-27,Patrick Todd,linkedin,41,
2548,2018-10-27,Gloria White,facebook,11,
2549,2018-10-27,Jacob Mathis,organic,43,
2550,2018-10-27,Joanne Adams,google,22,
2551,2018-10-27,Rodney Dalton,organic,15,
2552,2018-10-27,Megan Shaw,google,12,
2553,2018-10-27,Lori Jacobs,google,17,
2554,2018-10-27,Jessica Davis,email_footer,35,
2555,2018-10-28,Mary Graves,email_footer,37,
2556,2018-10-28,Monique Barnes,google,44,
2557,2018-10-28,Pamela Taylor,email_footer,23,
2558,2018-10-28,Stefanie Moyer,linkedin,48,
2559,2018-10-28,Robert Hooper,facebook,10,
2560,2018-10-28,James Mcdaniel,facebook,22,
2561,2018-10-28,Angie Moore,linkedin,19,
2562,2018-10-28,Michael Ellis,facebook,9,
2563,2018-10-28,Thomas Escobar,facebook,24,
2564,2018-10-29,Brandon Hawkins,google,26,
2565,2018-10-29,Daniel Barnes,email_footer,41,
2566,2018-10-30,Tommy Martinez,facebook,13,
2567,2018-10-30,Danielle Becker,google,11,
2568,2018-10-30,Alexandria Clay,email_footer,14,
2569,2018-10-30,Sierra Figueroa,google,15,
2570,2018-10-30,James Townsend,google,40,
2571,2018-10-31,Paul Miller,google,33,
2572,2018-10-31,Michael Johnson,organic,15,144.0
2573,2018-10-31,Andrew Harris,google,9,
2574,2018-10-31,Leroy Porter,email_footer,23,
2575,2018-10-31,Steven Garcia,email_footer,48,
2576,2018-11-01,Dana Hayes,email_footer,28,
2577,2018-11-01,Brittany Roberson,linkedin,31,
2578,2018-11-01,Mark Castro,facebook,12,
2579,2018-11-01,Mrs. Anna Lewis,organic,48,
2580,2018-11-01,Shawn Reid,facebook,35,
2581,2018-11-01,Derrick Flores,email_footer,33,
2582,2018-11-01,Sara Hartman,facebook,30,
2583,2018-11-02,Cheryl Odonnell,facebook,47,
2584,2018-11-02,Andres Kelley,email_footer,38,
2585,2018-11-02,Amanda Davidson,organic,28,145.0
2586,2018-11-02,Laurie Hawkins,linkedin,45,
2587,2018-11-02,Wesley Fuentes,organic,16,
2588,2018-11-02,Jennifer Yoder,facebook,43,
2589,2018-11-02,Cynthia Stanton,linkedin,23,
2590,2018-11-02,Alexander Wade,email_footer,17,
2591,2018-11-02,Erica Perry,facebook,49,
2592,2018-11-02,Samuel Price,facebook,22,
2593,2018-11-03,Greg Bender,facebook,35,
2594,2018-11-03,Allison Brown,linkedin,27,
2595,2018-11-03,Jesus Long,organic,25,
2596,2018-11-03,Kristie Patel,facebook,14,
2597,2018-11-03,Juan Serrano,google,29,
2598,2018-11-03,Michael Hill,email_footer,35,
2599,2018-11-03,Karen Buck,organic,24,146.0
2600,2018-11-03,Kyle Herrera,facebook,15,
2601,2018-11-04,John Thompson,email_footer,30,
2602,2018-11-04,Johnny Gordon,organic,46,
2603,2018-11-05,Benjamin Scott,google,40,
2604,2018-11-05,Rachael Villanueva,email_footer,20,
2605,2018-11-05,Tyler Brown,linkedin,49,
2606,2018-11-05,Devin Collins,organic,15,
2607,2018-11-05,Jason Acevedo,linkedin,25,
2608,2018-11-05,Michael Proctor,organic,30,
2609,2018-11-06,Anne Smith,email_footer,29,
2610,2018-11-06,Kelly Bailey,facebook,28,
2611,2018-11-06,Jon Patterson,google,39,
2612,2018-11-06,Melissa Smith,facebook,30,
2613,2018-11-06,John Rocha,organic,27,147.0
2614,2018-11-06,Jessica Robinson,email_footer,9,
2615,2018-11-06,Allison Morales,linkedin,28,
2616,2018-11-07,Jennifer Taylor,email_footer,40,
2617,2018-11-07,Juan Hoover,email_footer,34,
2618,2018-11-07,Laura Miller MD,organic,40,
2619,2018-11-08,Brandon Thompson,facebook,21,
2620,2018-11-08,Alan Glenn,email_footer,32,
2621,2018-11-08,Debbie Ray,email_footer,26,
2622,2018-11-08,Andrew Johnson,facebook,36,
2623,2018-11-09,Shannon Ward,facebook,40,
2624,2018-11-09,Jessica Sexton,email_footer,17,
2625,2018-11-09,Amy Gonzales,email_footer,29,
2626,2018-11-09,Miranda Williams,google,44,
2627,2018-11-09,Marcus Santos,organic,10,
2628,2018-11-09,Rodney Osborne,email_footer,22,
2629,2018-11-09,Mark Brown,email_footer,44,
2630,2018-11-10,Mitchell Flores,email_footer,31,
2631,2018-11-10,Emily Simpson,google,34,
2632,2018-11-10,Julia Andrade,google,33,
2633,2018-11-10,Connie Novak,facebook,23,
2634,2018-11-10,Arthur Peterson,linkedin,10,
2635,2018-11-10,Edward Marshall,organic,31,
2636,2018-11-10,Tara Nichols,facebook,30,
2637,2018-11-10,Grace Huber,email_footer,11,
2638,2018-11-10,Joshua Wolfe,linkedin,18,
2639,2018-11-10,Jacob Woods,google,20,
2640,2018-11-11,Kara Hill,organic,24,
2641,2018-11-11,Kelly Velazquez,email_footer,47,
2642,2018-11-11,Bradley Wolf,facebook,44,
2643,2018-11-11,Samuel Mills,google,27,
2644,2018-11-11,James Ray,email_footer,15,
2645,2018-11-11,Tracy Torres,email_footer,21,
2646,2018-11-12,Danny Dennis,email_footer,18,
2647,2018-11-12,Edward Vazquez,linkedin,28,
2648,2018-11-12,Jason Garrett,facebook,36,
2649,2018-11-12,Brenda Serrano,google,32,
2650,2018-11-12,Carrie Neal,email_footer,32,
2651,2018-11-12,Jenny Bolton,organic,28,
2652,2018-11-12,Michael Pitts,linkedin,40,
2653,2018-11-12,Christine Munoz,linkedin,12,
2654,2018-11-12,Elizabeth Drake,linkedin,29,
2655,2018-11-12,John Walter,email_footer,31,
2656,2018-11-12,Michael Cox,email_footer,49,
2657,2018-11-12,Melissa Miller,email_footer,26,
2658,2018-11-12,James Jones,facebook,33,
2659,2018-11-12,Benjamin Howard,linkedin,41,
2660,2018-11-12,William Gonzalez,google,16,
2661,2018-11-13,Jesse Gonzales,google,20,
2662,2018-11-13,Christopher Wiley,organic,43,
2663,2018-11-13,Steve Benton,email_footer,33,
2664,2018-11-13,Chelsea Gomez,email_footer,29,
2665,2018-11-13,Robert Knight,email_footer,23,
2666,2018-11-13,Crystal Dodson,google,43,
2667,2018-11-13,Timothy Ortega,email_footer,26,
2668,2018-11-13,Mary Woods,email_footer,47,
2669,2018-11-14,Spencer Williams,google,24,
2670,2018-11-14,Sean Miller,google,35,
2671,2018-11-14,Ronald Shaw,organic,33,
2672,2018-11-14,Laura Martin,organic,12,
2673,2018-11-14,Cathy Garza,facebook,38,
2674,2018-11-14,Carlos Solomon,google,33,
2675,2018-11-14,Shannon Nunez,organic,20,
2676,2018-11-14,Rickey Hancock,email_footer,38,
2677,2018-11-15,Robert Kirk,google,21,
2678,2018-11-15,Kathleen Powers,organic,23,
2679,2018-11-15,Emily Huffman,google,20,
2680,2018-11-15,Wesley Mccann,google,45,
2681,2018-11-15,Steven Collins,organic,14,
2682,2018-11-15,Mary Henderson,email_footer,28,
2683,2018-11-15,John Tran,email_footer,16,
2684,2018-11-15,Aaron White,google,37,
2685,2018-11-16,Michelle White,google,24,
2686,2018-11-16,Richard Jones,google,37,
2687,2018-11-16,Benjamin Cochran,linkedin,43,
2688,2018-11-16,Charles Lawrence DVM,email_footer,48,
2689,2018-11-16,Douglas Wolf,organic,26,
2690,2018-11-16,Laura Montgomery,linkedin,27,
2691,2018-11-16,Gerald Carter,email_footer,11,
2692,2018-11-16,Regina Armstrong,linkedin,40,
2693,2018-11-16,Kaylee Olson,linkedin,45,
2694,2018-11-16,Andrea Russell,facebook,45,
2695,2018-11-17,David Carter,facebook,38,
2696,2018-11-17,Alexandra Johnson,facebook,10,
2697,2018-11-17,Linda Griffin,google,12,
2698,2018-11-17,Kathryn Edwards,facebook,33,
2699,2018-11-17,Shannon Nichols,google,30,
2700,2018-11-17,Regina Mendoza,email_footer,33,
2701,2018-11-17,Christopher Ryan MD,email_footer,39,
2702,2018-11-18,Jennifer Mcclure,organic,45,
2703,2018-11-18,Elizabeth Martinez,facebook,13,
2704,2018-11-18,Lori Johnson,linkedin,26,
2705,2018-11-18,Ian Harris,organic,20,
2706,2018-11-18,Sandra Randolph,organic,38,
2707,2018-11-18,Laura Conley,facebook,47,
2708,2018-11-19,Frank Neal,google,45,
2709,2018-11-19,Jessica Martin,email_footer,34,
2710,2018-11-19,Tony Jackson,google,26,
2711,2018-11-19,Amy Schmidt,linkedin,34,
2712,2018-11-20,Brian Morales,facebook,45,
2713,2018-11-20,Anthony Andrews,email_footer,40,
2714,2018-11-20,Christopher Ryan,organic,21,149.0
2715,2018-11-20,Joseph Reyes,organic,32,148.0
2716,2018-11-20,Heather Shaffer,facebook,12,
2717,2018-11-20,Carl Watkins MD,google,25,
2718,2018-11-20,Michael Flynn,organic,49,
2719,2018-11-20,Juan Lopez,facebook,23,
2720,2018-11-21,Alicia Martinez,organic,30,
2721,2018-11-21,Dominic Todd,linkedin,18,
2722,2018-11-21,Joy Fleming,google,21,
2723,2018-11-21,Lori Rivera,google,26,
2724,2018-11-21,Paige Esparza,email_footer,22,
2725,2018-11-22,Bobby Gross,email_footer,48,
2726,2018-11-22,Michaela Bryan,facebook,40,
2727,2018-11-22,Carl Daniel,google,16,
2728,2018-11-22,Joshua Baker,email_footer,14,
2729,2018-11-22,Michael Hampton,facebook,21,
2730,2018-11-22,Noah Gregory,google,40,
2731,2018-11-22,Barry Pierce,email_footer,29,
2732,2018-11-22,Nancy Bradley,facebook,11,
